iter	MultiClass
350	0.4611913387
351	0.4611825579
352	0.4611708138
353	0.4611594063
354	0.4611419327
355	0.4611369428
356	0.4611183215
357	0.4611149146
358	0.4610377382
359	0.4610027827
360	0.4609918604
361	0.460960909
362	0.4609564772
363	0.4609498044
364	0.4609028082
365	0.4608875178
366	0.4608673147
367	0.4608536818
368	0.4607939596
369	0.4607724981
370	0.4607635991
371	0.4607490096
372	0.4607027273
373	0.4606692744
374	0.4606570082
375	0.4606475996
376	0.4605865478
377	0.4605546365
378	0.4605010744
379	0.4604889018
380	0.4604855773
381	0.4604600065
382	0.4604486031
383	0.4604101914
384	0.4604009483
385	0.4603936804
386	0.4603515601
387	0.460336701
388	0.4603167347
389	0.4603084853
390	0.4603029777
391	0.4602361301
392	0.4602246783
393	0.4601626901
394	0.4601483147
395	0.4601249208
396	0.4601072225
397	0.4600784773
398	0.4600216387
399	0.4600093184
400	0.4599873919
401	0.4599831652
402	0.4599519547
403	0.4598967508
404	0.4598908703
405	0.4598483743
406	0.4598424456
407	0.4598295632
408	0.4598162631
409	0.4597902926
410	0.4597106564
411	0.4596976113
412	0.4596865921
413	0.4596705399
414	0.4596503965
415	0.4596424177
416	0.4596355001
417	0.4596278881
418	0.4596137805
419	0.4596011858
420	0.4595811761
421	0.4595583603
422	0.4594969103
423	0.4594898026
424	0.4594812697
425	0.4594687659
426	0.4594496819
427	0.4594335059
428	0.4594165092
429	0.4593775988
430	0.4593725243
431	0.4593304551
432	0.4593173628
433	0.459298133
434	0.459280183
435	0.459279269
436	0.459239036
437	0.4592286736
438	0.4591405404
439	0.4591005992
440	0.4590569998
441	0.4590335989
442	0.4590033953
443	0.4589864981
444	0.4589812077
445	0.4589618087
446	0.4589545588
447	0.4589093633
448	0.4588926702
449	0.4588890278
450	0.458883001
451	0.4588629612
452	0.458825156
453	0.4587957329
454	0.4587793618
455	0.4587502531
456	0.4587469181
457	0.4587321798
458	0.4587127731
459	0.4586948087
460	0.458665612
461	0.4586261795
462	0.4586153142
463	0.4585676079
464	0.4585572013
465	0.4585515006
466	0.4585138388
467	0.4584766817
468	0.4584496511
469	0.4584274705
470	0.4583319099
471	0.4583206076
472	0.4582779175
473	0.4582728258
474	0.4582443048
475	0.4582343934
476	0.4581898631
477	0.4581817398
478	0.4581609837
479	0.4581161351
480	0.4581043051
481	0.4580803353
482	0.4580705769
483	0.4580654909
484	0.4580453085
485	0.4579999348
486	0.4579942144
487	0.4579672991
488	0.4579571092
489	0.4579458517
490	0.4578988294
491	0.4578896839
492	0.4578846725
493	0.4578807855
494	0.4578777806
495	0.4578729632
496	0.4578623569
497	0.4578459539
498	0.4578137956
499	0.4577922254
500	0.4577709726
501	0.4577637498
502	0.4577428212
503	0.4577354137
504	0.457698671
505	0.4576686493
506	0.4576493066
507	0.4576304957
508	0.4576158727
509	0.4576029457
510	0.4575659533
511	0.4575060904
512	0.4575030898
513	0.4574903456
514	0.4574802279
515	0.4574729508
516	0.4574520868
517	0.4574423932
518	0.4574256365
519	0.4574169758
520	0.4573960126
521	0.4573853243
522	0.4573811541
523	0.4573709413
524	0.4573241698
525	0.4573097519
526	0.4572779019
527	0.4572267791
528	0.4572227099
529	0.4571958581
530	0.4571479497
531	0.4570947927
532	0.4570892648
533	0.4570606121
534	0.4570561265
535	0.4570279227
536	0.4570168258
537	0.4570110493
538	0.4569997487
539	0.4569734532
540	0.4569347819
541	0.4569076158
542	0.4568819004
543	0.4568520882
544	0.4568219447
545	0.4567881836
546	0.4567631458
547	0.4567379893
548	0.456708921
549	0.4566514219
550	0.4566342417
551	0.4566211535
552	0.4566135475
553	0.4565940392
554	0.4565738639
555	0.4565375623
556	0.4565237534
557	0.4565160735
558	0.4565117969
559	0.4564943224
560	0.4564865911
561	0.4564843797
562	0.4564714863
563	0.456456782
564	0.4564305542
565	0.4563866385
566	0.4563829062
567	0.4563137215
568	0.456300824
569	0.4562899215
570	0.4562837769
571	0.4562788391
572	0.4562657161
573	0.4562451118
574	0.4562151413
575	0.4562078482
576	0.4561888648
577	0.4561742905
578	0.4561696815
579	0.4561654873
580	0.4561609515
581	0.4561485575
582	0.4561352428
583	0.4561012912
584	0.4560534763
585	0.4560034066
586	0.4559857238
587	0.4559549705
588	0.4559480529
589	0.4559084503
590	0.4559079488
591	0.4559038732
592	0.4558507781
593	0.4558457345
594	0.4557756089
595	0.4557384665
596	0.4557082155
597	0.4556962454
598	0.455692061
599	0.4556404547
600	0.4556069985
601	0.4556066299
602	0.4555861866
603	0.4555081356
604	0.4554994031
605	0.4554738621
606	0.4554689676
607	0.4554622802
608	0.4554334014
609	0.4554184149
610	0.4554096677
611	0.4554086509
612	0.4554034138
613	0.4553985167
614	0.4553712358
615	0.4553624193
616	0.4553087323
617	0.4552760399
618	0.4552666629
619	0.4552607818
620	0.455226333
621	0.4552047204
622	0.4551638127
623	0.455157632
624	0.4551419883
625	0.4551408121
626	0.4550976134
627	0.4550754485
628	0.4550591698
629	0.4550556444
630	0.4550460151
631	0.4550224747
632	0.4550200498
633	0.4550024945
634	0.4549880557
635	0.4549715035
636	0.4549064497
637	0.4548799488
638	0.4548539755
639	0.4548308903
640	0.4548199349
641	0.4548057735
642	0.4547985829
643	0.4547914847
644	0.4547738878
645	0.4547527758
646	0.4547469455
647	0.4547241357
648	0.4546993533
649	0.4546930786
650	0.4546881352
651	0.454678559
652	0.454671717
653	0.4546589888
654	0.4546355369
655	0.4546039529
656	0.4545701121
657	0.4545559092
658	0.4545316765
659	0.4544839577
660	0.4544769144
661	0.4544511969
662	0.4544239414
663	0.4543898083
664	0.4543637342
665	0.4543330995
666	0.4543297423
667	0.4543027811
668	0.4542961838
669	0.4542696508
670	0.4542371108
671	0.4541840409
672	0.4541574202
673	0.4541456282
674	0.4541397417
675	0.4541203415
676	0.454098222
677	0.4540913173
678	0.454088889
679	0.4540885434
680	0.4540600504
681	0.4540420648
682	0.4540367333
683	0.4540340195
684	0.4539571324
685	0.4539178936
686	0.4539137264
687	0.4538943626
688	0.4538787986
689	0.4538496131
690	0.4538487936
691	0.4538451515
692	0.4538437373
693	0.4538375659
694	0.4538255286
695	0.4538151336
696	0.4537961191
697	0.4537806916
698	0.4537666613
699	0.4537369417
700	0.4537051309
701	0.4537014058
702	0.4536828166
703	0.4536722153
704	0.4536384521
705	0.4536251588
706	0.4536037748
707	0.4535970007
708	0.4535909132
709	0.4535536717
710	0.4535480939
711	0.4535366959
712	0.4535334319
713	0.4535207042
714	0.4535020916
715	0.4534699147
716	0.453456448
717	0.4534416329
718	0.4534368505
719	0.453422782
720	0.4534216706
721	0.453411328
722	0.4533994494
723	0.4533935134
724	0.4533633192
725	0.4533559045
726	0.4533230071
727	0.453306996
728	0.4533020001
729	0.4532926778
730	0.4532841395
731	0.4532794943
732	0.4532709338
733	0.4532632544
734	0.4532420614
735	0.453235157
736	0.4532185716
737	0.4531759219
738	0.4531446497
739	0.4531389426
740	0.453132575
741	0.4531313675
742	0.4531051392
743	0.4531023624
744	0.4530969348
745	0.4530614211
746	0.453008014
747	0.4530069978
748	0.4529711988
749	0.4529514312
750	0.4529482144
751	0.4529159832
752	0.4529114998
753	0.4528857643
754	0.4528836835
755	0.4528676143
756	0.4528323951
757	0.4528263303
758	0.4528210469
759	0.4528152242
760	0.4528092648
761	0.4527969488
762	0.4527956204
763	0.4527825597
764	0.4527726231
765	0.4527696495
766	0.4527636811
767	0.4527192919
768	0.4526950253
769	0.4526921891
770	0.4526826506
771	0.452657754
772	0.4526528403
773	0.4526267448
774	0.4526177825
775	0.4525927231
776	0.4525840976
777	0.4525445974
778	0.4525410905
779	0.4525307835
780	0.4524977674
781	0.4524901313
782	0.4524509474
783	0.4524475502
784	0.4524378826
785	0.4524348405
786	0.4524289376
787	0.4524104572
788	0.4523891097
789	0.452380459
790	0.4523729593
791	0.4523688207
792	0.4523562535
793	0.4523479912
794	0.4523394807
795	0.452334402
796	0.4523286919
797	0.452310494
798	0.4522833538
799	0.4522825131
800	0.4522534628
801	0.4522433687
802	0.4522220697
803	0.4522173569
804	0.4522137669
805	0.4522046997
806	0.4521711909
807	0.4521299814
808	0.4521104105
809	0.4521000403
810	0.4520998077
811	0.4520643137
812	0.4520315449
813	0.4520193855
814	0.4520059947
815	0.4519792594
816	0.4519740321
817	0.4519338073
818	0.4519271803
819	0.4519225703
820	0.4518862006
821	0.4518435739
822	0.4518049773
823	0.4518025261
824	0.4517871855
825	0.4517789853
826	0.4517590906
827	0.451743617
828	0.4517096137
829	0.4516718542
830	0.4516438615
831	0.4516420405
832	0.4516364253
833	0.4516181128
834	0.4516098107
835	0.4516013132
836	0.4515938559
837	0.4515914063
838	0.4515794326
839	0.4515723144
840	0.4515569765
841	0.4515526014
842	0.4515477851
843	0.4515212563
844	0.4515199523
845	0.4515148491
846	0.4515068334
847	0.4515056321
848	0.4514864271
849	0.4514684044
850	0.4514572696
851	0.4514470081
852	0.451445731
853	0.4514416205
854	0.451420174
855	0.4513924611
856	0.4513510352
857	0.4513376604
858	0.4513202768
859	0.4513078311
860	0.4512877358
861	0.4512463051
862	0.4512424234
863	0.4512155479
864	0.4511959807
865	0.4511779474
866	0.451171529
867	0.4511587834
868	0.451125041
869	0.4511223488
870	0.4510963352
871	0.451060931
872	0.4510472465
873	0.4510452373
874	0.4510263143
875	0.4510210864
876	0.4509870687
877	0.4509745642
878	0.4509698126
879	0.4509620931
880	0.450959246
881	0.4509361552
882	0.4509313986
883	0.4509215265
884	0.450892234
885	0.4508821516
886	0.4508777683
887	0.4508706684
888	0.4508654549
889	0.4508617758
890	0.4508402575
891	0.4507936846
892	0.4507868212
893	0.4507703036
894	0.4507491139
895	0.4507340004
896	0.450714068
897	0.4506785196
898	0.4506741268
899	0.4506654338
900	0.4506531706
901	0.4506497951
902	0.4506254815
903	0.4506147929
904	0.4506037561
905	0.4505643675
906	0.450554305
907	0.4505133773
908	0.4504991097
909	0.4504971972
910	0.4504493388
911	0.4504249751
912	0.4503846642
913	0.4503603827
914	0.450356603
915	0.4503030164
916	0.450299717
917	0.4502590653
918	0.4502461214
919	0.4502003131
920	0.4501780725
921	0.4501647232
922	0.450160809
923	0.4501461793
924	0.4501244067
925	0.4500983212
926	0.4500629429
927	0.4500627207
928	0.4500588369
929	0.4500452496
930	0.4500398068
931	0.4500341661
932	0.4500246173
933	0.4500067083
934	0.4499950186
935	0.4499937029
936	0.4499783287
937	0.4499717305
938	0.4499521783
939	0.449951188
940	0.4499398138
941	0.4499340906
942	0.4499229659
943	0.4499113425
944	0.4498948235
945	0.4498836364
946	0.4498500061
947	0.4498434333
948	0.4498382509
949	0.449807523
950	0.4498024666
951	0.449788893
952	0.4497651974
953	0.4497303313
954	0.4497264835
955	0.4497101524
956	0.4496919824
957	0.44968737
958	0.4496602857
959	0.4496448643
960	0.4496425521
961	0.4496370718
962	0.4496309048
963	0.449614982
964	0.449601996
965	0.449577064
966	0.4495540973
967	0.4495398632
968	0.4495318439
969	0.4494939561
970	0.4494590153
971	0.4494398663
972	0.4494228533
973	0.4494164443
974	0.4493927107
975	0.4493877984
976	0.449371118
977	0.4493470166
978	0.4493434354
979	0.4493185827
980	0.4493044996
981	0.4492969698
982	0.449276288
983	0.4492695048
984	0.449253391
985	0.4492160142
986	0.4491939291
987	0.4491860425
988	0.4491569529
989	0.4491486225
990	0.4491083013
991	0.4490755878
992	0.4490689268
993	0.4490647326
994	0.4490403185
995	0.4490239016
996	0.4490002348
997	0.448992758
998	0.4489623351
999	0.4489409628
1000	0.4489384883
1001	0.4489191157
1002	0.4488976336
1003	0.4488747459
1004	0.4488656032
1005	0.4488589248
1006	0.4488463042
1007	0.4488284749
1008	0.4488258643
1009	0.4488239093
1010	0.4488163262
1011	0.4487616496
1012	0.4487128812
1013	0.4486882429
1014	0.448677166
1015	0.448668062
1016	0.4486630946
1017	0.4486536643
1018	0.4486281674
1019	0.4486129277
1020	0.4486044535
1021	0.4485814204
1022	0.4485777545
1023	0.4485653151
1024	0.4485460813
1025	0.4485246818
1026	0.4485069568
1027	0.4484840083
1028	0.44847099
1029	0.4484687098
1030	0.448449253
1031	0.4484490636
1032	0.4484436803
1033	0.4484272629
1034	0.4483929598
1035	0.4483647225
1036	0.4483479492
1037	0.4483329596
1038	0.4483235295
1039	0.4483146975
1040	0.4483033103
1041	0.448289538
1042	0.4482776811
1043	0.4482684346
1044	0.4482558544
1045	0.4482500427
1046	0.448240613
1047	0.4481990164
1048	0.4481858027
1049	0.44817626
1050	0.4481296868
1051	0.4481150257
1052	0.4481060137
1053	0.4480917348
1054	0.4480732959
1055	0.4480637481
1056	0.4480512394
1057	0.448032225
1058	0.4480252558
1059	0.4480174965
1060	0.4480125845
1061	0.4479971504
1062	0.4479861844
1063	0.4479837875
1064	0.4479711956
1065	0.4479511663
1066	0.4479247964
1067	0.4479163065
1068	0.4479108871
1069	0.4479009858
1070	0.4478960392
1071	0.447885949
1072	0.4478815451
1073	0.4478756704
1074	0.4478399898
1075	0.4478353944
1076	0.4478016946
1077	0.4477925517
1078	0.4477892481
1079	0.447779193
1080	0.4477618348
1081	0.4477609266
1082	0.4477528571
1083	0.4477400233
1084	0.4477232728
1085	0.4477139965
1086	0.4476971824
1087	0.4476912178
1088	0.4476662605
1089	0.4476421471
1090	0.447635227
1091	0.4476242226
1092	0.4476203771
1093	0.4475925616
1094	0.4475843321
1095	0.4475565958
1096	0.4475530248
1097	0.4475428834
1098	0.4475394572
1099	0.447531524
1100	0.4475301821
1101	0.4475160612
1102	0.4475014682
1103	0.4474778053
1104	0.4474461896
1105	0.4474448226
1106	0.4474395595
1107	0.4474249149
1108	0.4474042756
1109	0.4473846276
1110	0.4473667349
1111	0.447363503
1112	0.4473506745
1113	0.4473457487
1114	0.4473386715
1115	0.4473313429
1116	0.4472909852
1117	0.4472709075
1118	0.4472591803
1119	0.4472558143
1120	0.4472414067
1121	0.4472376462
1122	0.4472271753
1123	0.4472204445
1124	0.4471986945
1125	0.4471921685
1126	0.4471848341
1127	0.4471814382
1128	0.4471777355
1129	0.4471724391
1130	0.4471511889
1131	0.4471413276
1132	0.447140731
1133	0.4471320154
1134	0.4471233923
1135	0.447105723
1136	0.4470704317
1137	0.4470661494
1138	0.4470553699
1139	0.4470363383
1140	0.4470112077
1141	0.4469915464
1142	0.4469892671
1143	0.4469857342
1144	0.4469756011
1145	0.4469701344
1146	0.4469600671
1147	0.4469477454
1148	0.4469326765
1149	0.4469294149
1150	0.4469003504
1151	0.4468904144
1152	0.4468694922
1153	0.4468615773
1154	0.4468413095
1155	0.4468137316
1156	0.4468098081
1157	0.4467951917
1158	0.446790644
1159	0.4467810393
1160	0.4467585625
1161	0.4467467859
1162	0.4467324823
1163	0.4467187096
1164	0.446689491
1165	0.4466713075
1166	0.4466601446
1167	0.4466585204
1168	0.4466474338
1169	0.4466444105
1170	0.4466182362
1171	0.4466091162
1172	0.4465970028
1173	0.4465926022
1174	0.4465830294
1175	0.4465815551
1176	0.4465686635
1177	0.4465668901
1178	0.4465585438
1179	0.4465562744
1180	0.4465446889
1181	0.4465407278
1182	0.4465311498
1183	0.4465028414
1184	0.4464890275
1185	0.4464538859
1186	0.4464454735
1187	0.4464429111
1188	0.4464336293
1189	0.4463990959
1190	0.4463939911
1191	0.4463830046
1192	0.4463790203
1193	0.4463751139
1194	0.4463719595
1195	0.4463653663
1196	0.4463317657
1197	0.4463288329
1198	0.4463225424
1199	0.4463135064
1200	0.446306294
1201	0.4462593587
1202	0.4462471421
1203	0.4462425984
1204	0.4462270525
1205	0.4462179511
1206	0.4462071364
1207	0.4462022671
1208	0.4461691875
1209	0.4461613655
1210	0.4461449572
1211	0.4461383212
1212	0.4461277537
1213	0.4461221248
1214	0.4461148031
1215	0.446104892
1216	0.4460840217
1217	0.4460391509
1218	0.4460370792
1219	0.4460352024
1220	0.4460341078
1221	0.4460280807
1222	0.4460218021
1223	0.4459762237
1224	0.445972913
1225	0.4459581812
1226	0.4459525507
1227	0.4459449113
1228	0.4459285339
1229	0.4459249164
1230	0.4459079974
1231	0.4459003742
1232	0.4458944961
1233	0.4458791076
1234	0.445876136
1235	0.4458717079
1236	0.445860936
1237	0.4458457698
1238	0.4458402755
1239	0.4458336429
1240	0.4458305432
1241	0.4458251496
1242	0.4458185771
1243	0.4458094273
1244	0.4457821276
1245	0.4457600369
1246	0.4457542701
1247	0.445728513
1248	0.4456814266
1249	0.445668614
1250	0.4456304393
1251	0.4456210933
1252	0.4456141723
1253	0.4456099437
1254	0.4456080531
1255	0.4456036598
1256	0.4455968481
1257	0.4455933082
1258	0.4455885057
1259	0.4455817554
1260	0.4455700791
1261	0.4455568035
1262	0.4455497443
1263	0.4455410039
1264	0.4455148339
1265	0.4455019779
1266	0.4454985267
1267	0.4454837356
1268	0.4454776697
1269	0.4454633724
1270	0.4454606621
1271	0.4454540223
1272	0.4454521273
1273	0.4454497433
1274	0.4454231341
1275	0.4454161819
1276	0.4453893825
1277	0.445367542
1278	0.4453475828
1279	0.4453279427
1280	0.445322767
1281	0.4453115718
1282	0.445309929
1283	0.4452925181
1284	0.4452717551
1285	0.4452539155
1286	0.4452491921
1287	0.4452191027
1288	0.4452085238
1289	0.445195756
1290	0.4451682734
1291	0.445155359
1292	0.4451385522
1293	0.4451326732
1294	0.4451183931
1295	0.4451050195
1296	0.4450674048
1297	0.4450503083
1298	0.4450477369
1299	0.4450180149
1300	0.4450052302
1301	0.4449861327
1302	0.4449821862
1303	0.4449799595
1304	0.4449756643
1305	0.4449537696
1306	0.4449016487
1307	0.4448942164
1308	0.4448860215
1309	0.444863698
1310	0.4448579111
1311	0.4448508541
1312	0.4448315172
1313	0.4448280676
1314	0.4448179928
1315	0.4448086101
1316	0.4448045596
1317	0.4447951305
1318	0.4447906531
1319	0.4447844119
1320	0.444771003
1321	0.4447595754
1322	0.4447437662
1323	0.4447130086
1324	0.4446525141
1325	0.444645714
1326	0.4446405587
1327	0.4446227582
1328	0.4446199131
1329	0.4445988999
1330	0.4445972098
1331	0.4445900735
1332	0.4445667495
1333	0.4445544297
1334	0.4445405516
1335	0.4445304772
1336	0.4445053978
1337	0.4445014368
1338	0.444488121
1339	0.4444867432
1340	0.444485656
1341	0.4444722445
1342	0.4444644447
1343	0.4444560821
1344	0.4444367609
1345	0.4444310647
1346	0.444423644
1347	0.444412266
1348	0.4443886044
1349	0.4443741896
1350	0.4443540435
1351	0.4443400302
1352	0.4443260949
1353	0.4443167421
1354	0.4442929901
1355	0.4442876396
1356	0.4442811566
1357	0.444262025
1358	0.4442408134
1359	0.4442344307
1360	0.4442116714
1361	0.4442025365
1362	0.4441891402
1363	0.444185935
1364	0.4441669995
1365	0.444160172
1366	0.4441580097
1367	0.4441487054
1368	0.444141241
1369	0.4441369446
1370	0.4441127046
1371	0.4441014885
1372	0.4440963991
1373	0.4440885188
1374	0.4440629643
1375	0.4440591881
1376	0.4440522329
1377	0.4440512928
1378	0.4440242702
1379	0.4440226428
1380	0.4440023738
1381	0.4439946323
1382	0.4439756503
1383	0.443954718
1384	0.4439521518
1385	0.4439370692
1386	0.4439174906
1387	0.4439097228
1388	0.4439069774
1389	0.4438773929
1390	0.4438723883
1391	0.4438654774
1392	0.4438482185
1393	0.4438205148
1394	0.4438128879
1395	0.4438004915
1396	0.4437623477
1397	0.4437532779
1398	0.443742768
1399	0.4437160681
1400	0.4437138567
1401	0.4436910581
1402	0.4436882867
1403	0.4436718904
1404	0.4436670365
1405	0.4436658557
1406	0.4436588159
1407	0.4436328948
1408	0.4436264083
1409	0.4436154738
1410	0.4436099903
1411	0.4435639775
1412	0.4435534436
1413	0.4435401296
1414	0.4435280625
1415	0.4435104373
1416	0.4434964108
1417	0.4434935677
1418	0.4434584512
1419	0.4434529663
1420	0.4434498394
1421	0.4434357111
1422	0.4434181595
1423	0.4434122349
1424	0.4434029913
1425	0.4433988892
1426	0.4433839057
1427	0.4433750273
1428	0.443372674
1429	0.4433282078
1430	0.4433010706
1431	0.443297029
1432	0.4432827618
1433	0.4432730736
1434	0.4432712067
1435	0.4432562268
1436	0.4432521745
1437	0.4432286707
1438	0.443223013
1439	0.4432156688
1440	0.4432017498
1441	0.4431943392
1442	0.443171684
1443	0.4431690361
1444	0.4431569008
1445	0.4431549063
1446	0.4431479493
1447	0.443137935
1448	0.4431342238
1449	0.4431199227
1450	0.4430814233
1451	0.4430757106
1452	0.4430635993
1453	0.4430494125
1454	0.4430424617
1455	0.4430300567
1456	0.4430240869
1457	0.443001501
1458	0.4429799144
1459	0.4429754703
1460	0.4429692286
1461	0.4429485665
1462	0.4429134797
1463	0.4429108319
1464	0.4429087222
1465	0.4429028917
1466	0.4428989582
1467	0.4428649168
1468	0.4428606155
1469	0.4428541788
1470	0.4428383854
1471	0.4428340731
1472	0.4428168876
1473	0.442799852
1474	0.4427833474
1475	0.4427540388
1476	0.4427457277
1477	0.4427442294
1478	0.4427338991
1479	0.4427317703
1480	0.4427030177
1481	0.4426956131
1482	0.4426933117
1483	0.4426860047
1484	0.4426719468
1485	0.4426574412
1486	0.442648839
1487	0.4426439785
1488	0.4426291726
1489	0.4426206754
1490	0.4426052435
1491	0.4425730929
1492	0.4425697843
1493	0.442556949
1494	0.4425288826
1495	0.4425268008
1496	0.4424970331
1497	0.4424943406
1498	0.4424857852
1499	0.4424835529
1500	0.4424817807
1501	0.4424525626
1502	0.4424346805
1503	0.4424251552
1504	0.442414644
1505	0.4423964152
1506	0.4423929686
1507	0.4423903564
1508	0.4423636292
1509	0.4423568203
1510	0.4423377657
