iter	MultiClass
1511	0.4423123101
1512	0.4422997768
1513	0.4422741144
1514	0.4422569744
1515	0.4422499478
1516	0.4422412411
1517	0.442231715
1518	0.4422243601
1519	0.4422209706
1520	0.4422106669
1521	0.442204879
1522	0.4421934091
1523	0.4421856506
1524	0.442183901
1525	0.4421783869
1526	0.4421762529
1527	0.4421702502
1528	0.4421612445
1529	0.4421548069
1530	0.4421496733
1531	0.4421473775
1532	0.4421366097
1533	0.4421341135
1534	0.4421275927
1535	0.4421140222
1536	0.4421085077
1537	0.4420904442
1538	0.4420571386
1539	0.4420433091
1540	0.4420394776
1541	0.4420259758
1542	0.4420187147
1543	0.4420151998
1544	0.4420109116
1545	0.4419931224
1546	0.4419885889
1547	0.4419722883
1548	0.4419443118
1549	0.4419269765
1550	0.4419038769
1551	0.441897523
1552	0.4418934696
1553	0.4418752614
1554	0.4418672802
1555	0.4418605067
1556	0.4418448933
1557	0.4418346731
1558	0.4418283528
1559	0.4418229585
1560	0.4417894702
1561	0.4417840108
1562	0.4417715536
1563	0.4417705533
1564	0.441763648
1565	0.4417390935
1566	0.4417355593
1567	0.4417309447
1568	0.4417280407
1569	0.4417199299
1570	0.4417105997
1571	0.4417052169
1572	0.441691269
1573	0.4416892744
1574	0.4416836688
1575	0.4416603227
1576	0.4416556402
1577	0.4416194533
1578	0.4416101839
1579	0.4415777646
1580	0.441547438
1581	0.4415445152
1582	0.44152793
1583	0.4415016573
1584	0.4414985555
1585	0.4414857396
1586	0.4414830375
1587	0.4414729396
1588	0.4414681334
1589	0.4414584007
1590	0.4414524392
1591	0.4414445014
1592	0.4414353826
1593	0.4414168607
1594	0.441407233
1595	0.441378937
1596	0.4413708671
1597	0.4413620464
1598	0.4413464296
1599	0.4413377708
1600	0.4413274252
1601	0.4413115816
1602	0.441307045
1603	0.4412979734
1604	0.4412953797
1605	0.4412829768
1606	0.4412796618
1607	0.4412752279
1608	0.4412678818
1609	0.4412645151
1610	0.4412528998
1611	0.4412269388
1612	0.4412234044
1613	0.4412156441
1614	0.4412089223
1615	0.4411839882
1616	0.4411804273
1617	0.4411711398
1618	0.4411632602
1619	0.4411485918
1620	0.4411365299
1621	0.4411328753
1622	0.4411232637
1623	0.4411169485
1624	0.4410975735
1625	0.4410868933
1626	0.4410814803
1627	0.4410761442
1628	0.4410740834
1629	0.4410639789
1630	0.4410472743
1631	0.4410382715
1632	0.4410249752
1633	0.4410210929
1634	0.4410126058
1635	0.4410102837
1636	0.4409991176
1637	0.4409933748
1638	0.4409888223
1639	0.4409655521
1640	0.4409575295
1641	0.4409353378
1642	0.4409294862
1643	0.4409233093
1644	0.4409087073
1645	0.4408801954
1646	0.4408653199
1647	0.4408629555
1648	0.4408474172
1649	0.4408371273
1650	0.440824549
1651	0.4408223954
1652	0.4408064141
1653	0.4408028488
1654	0.4407947528
1655	0.4407786178
1656	0.4407660888
1657	0.440764365
1658	0.4407580926
1659	0.4407500439
1660	0.4407272094
1661	0.4407203527
1662	0.440712267
1663	0.4407103216
1664	0.4407051269
1665	0.4407001228
1666	0.4406820029
1667	0.440667142
1668	0.4406541254
1669	0.440644118
1670	0.4406240827
1671	0.4406108691
1672	0.4405932625
1673	0.4405880929
1674	0.4405734544
1675	0.4405647068
1676	0.4405589158
1677	0.440543771
1678	0.4405382066
1679	0.4405338623
1680	0.4405172028
1681	0.4405013981
1682	0.4404929754
1683	0.4404915769
1684	0.4404762352
1685	0.4404669908
1686	0.4404489533
1687	0.4404440771
1688	0.4404408873
1689	0.4404174657
1690	0.4404113316
1691	0.4403860245
1692	0.4403718785
1693	0.4403700841
1694	0.4403515652
1695	0.4403465734
1696	0.4403400851
1697	0.4403286839
1698	0.4403276045
1699	0.4403100351
1700	0.4403028808
1701	0.4402914587
1702	0.4402883333
1703	0.4402766987
1704	0.4402625657
1705	0.4402289852
1706	0.4402270952
1707	0.4401932772
1708	0.4401922606
1709	0.4401913182
1710	0.4401692702
1711	0.4401433245
1712	0.4401390635
1713	0.4401181855
1714	0.4401139977
1715	0.4401105241
1716	0.4401064265
1717	0.4401009013
1718	0.440080411
1719	0.4400581596
1720	0.4400457555
1721	0.4400281592
1722	0.440003619
1723	0.4399996533
1724	0.4399984542
1725	0.4399891883
1726	0.4399784917
1727	0.4399624517
1728	0.4399575211
1729	0.4399530962
1730	0.4399281656
1731	0.4398950847
1732	0.4398923206
1733	0.4398796777
1734	0.4398579683
1735	0.4398434774
1736	0.4398411293
1737	0.4398266098
1738	0.4398164308
1739	0.4398073903
1740	0.4397953186
1741	0.4397858131
1742	0.4397798308
1743	0.4397765193
1744	0.4397646474
1745	0.4397363132
1746	0.4397131644
1747	0.4397013839
1748	0.4396908934
1749	0.4396804992
1750	0.4396755895
1751	0.4396604215
1752	0.4396468711
1753	0.4396419703
1754	0.4396379416
1755	0.4396238152
1756	0.4396069151
1757	0.4395999735
1758	0.4395979074
1759	0.4395931151
1760	0.4395894976
1761	0.4395732356
1762	0.4395708754
1763	0.4395519383
1764	0.4395453761
1765	0.4395392851
1766	0.4395179324
1767	0.4395094948
1768	0.4395035881
1769	0.4394924549
1770	0.4394837956
1771	0.4394827063
1772	0.4394617859
1773	0.4394149368
1774	0.4394006182
1775	0.4393810622
1776	0.4393542404
1777	0.4393233318
1778	0.439300868
1779	0.4392605184
1780	0.4392511227
1781	0.4392493997
1782	0.4392346584
1783	0.4392259176
1784	0.4392170603
1785	0.4392144221
1786	0.4392050015
1787	0.4391982298
1788	0.4391788932
1789	0.4391653884
1790	0.4391615861
1791	0.4391599987
1792	0.4391405343
1793	0.4391276914
1794	0.4391094099
1795	0.4390973684
1796	0.4390959
1797	0.4390843668
1798	0.4390679259
1799	0.4390386607
1800	0.4390364564
1801	0.4390345223
1802	0.4390231281
1803	0.4390219429
1804	0.439016011
1805	0.4390120467
1806	0.4390058451
1807	0.4389829613
1808	0.438956027
1809	0.4389532911
1810	0.4389461578
1811	0.4389410646
1812	0.4389356514
1813	0.4389133233
1814	0.4389087329
1815	0.4388997497
1816	0.4388957884
1817	0.4388920622
1818	0.4388779516
1819	0.4388668573
1820	0.4388654607
1821	0.4388502512
1822	0.4388384859
1823	0.4388217241
1824	0.4388127631
1825	0.4388009781
1826	0.4387914385
1827	0.4387891347
1828	0.4387803025
1829	0.4387736231
1830	0.4387540382
1831	0.4387474062
1832	0.4387369135
1833	0.4387274289
1834	0.4387225733
1835	0.4387067261
1836	0.4386927817
1837	0.4386905624
1838	0.4386836298
1839	0.4386704313
1840	0.4386685246
1841	0.4386648848
1842	0.4386565766
1843	0.4386513905
1844	0.4386482231
1845	0.4386429192
1846	0.4386322206
1847	0.4386255908
1848	0.4386176047
1849	0.4386164168
1850	0.438609373
1851	0.4386039041
1852	0.4385981017
1853	0.4385920527
1854	0.4385903211
1855	0.438580072
1856	0.4385657352
1857	0.4385642571
1858	0.4385608992
1859	0.4385513295
1860	0.4385183396
1861	0.4385153745
1862	0.4385083377
1863	0.4385039623
1864	0.4385009953
1865	0.4384715124
1866	0.4384375997
1867	0.4384351238
1868	0.4384330398
1869	0.4384091789
1870	0.4383676502
1871	0.4383375786
1872	0.4383269287
1873	0.4383244539
1874	0.4383134997
1875	0.4383008037
1876	0.4382955668
1877	0.4382868436
1878	0.4382727735
1879	0.4382695886
1880	0.4382528068
1881	0.4382387926
1882	0.4382297289
1883	0.4382165568
1884	0.4382064441
1885	0.4381996641
1886	0.4381877977
1887	0.4381752081
1888	0.4381744598
1889	0.4381690196
1890	0.4381573267
1891	0.4381516885
1892	0.4381400962
1893	0.4381360967
1894	0.4381327998
1895	0.4381163507
1896	0.4381161131
1897	0.4381092062
1898	0.438102043
1899	0.4380937731
1900	0.438081191
1901	0.4380545931
1902	0.4380153151
1903	0.4380084287
1904	0.438002915
1905	0.4380000488
1906	0.4379944022
1907	0.4379827507
1908	0.4379790098
1909	0.4379718425
1910	0.4379681057
1911	0.4379613425
1912	0.4379539023
1913	0.4379431552
1914	0.4379398642
1915	0.437932617
1916	0.4379300072
1917	0.4379218198
1918	0.4379138271
1919	0.4379064833
1920	0.43790248
1921	0.4378712652
1922	0.4378577238
1923	0.4378360008
1924	0.4378344015
1925	0.4378275829
1926	0.4378158174
1927	0.4378107545
1928	0.4378039558
1929	0.4377779074
1930	0.4377613196
1931	0.4377497027
1932	0.4377414474
1933	0.4377286985
1934	0.4377050577
1935	0.4377002136
1936	0.4376915259
1937	0.4376702721
1938	0.4376659231
1939	0.4376579941
1940	0.4376517778
1941	0.4376464225
1942	0.4376362608
1943	0.4376328625
1944	0.4376273695
1945	0.4376243542
1946	0.4375814982
1947	0.4375746244
1948	0.4375659604
1949	0.4375606775
1950	0.4375595369
1951	0.4375472744
1952	0.4375408742
1953	0.4375269337
1954	0.4375208247
1955	0.4375138239
1956	0.4375115306
1957	0.4375062434
1958	0.4375005011
1959	0.4374964024
1960	0.4374890341
1961	0.4374867243
1962	0.4374661966
1963	0.4374615987
1964	0.4374559619
1965	0.4374485018
1966	0.4374449346
1967	0.437437618
1968	0.4374292097
1969	0.4374276399
1970	0.4374260887
1971	0.4374185041
1972	0.4374037058
1973	0.4373989117
1974	0.437391588
1975	0.4373905165
1976	0.4373885412
1977	0.4373807015
1978	0.4373780137
1979	0.4373753603
1980	0.4373672636
1981	0.4373643478
1982	0.4373620726
1983	0.4373409002
1984	0.4373396738
1985	0.4373382982
1986	0.437326858
1987	0.437323546
1988	0.437321946
1989	0.4373065055
1990	0.437297954
1991	0.437295455
1992	0.4372760074
1993	0.4372710525
1994	0.4372657457
1995	0.4372534943
1996	0.4372307228
1997	0.4372173319
1998	0.4371899913
1999	0.4371893914
2000	0.4371808247
2001	0.4371781466
2002	0.4371745719
2003	0.4371635035
2004	0.4371618581
2005	0.4371507377
2006	0.4371389579
2007	0.4371370221
2008	0.4371157778
2009	0.4371098648
2010	0.4370942942
2011	0.4370897593
2012	0.437068674
2013	0.4370628218
2014	0.4370535586
2015	0.4370504669
2016	0.4370489605
2017	0.4370309554
2018	0.4370168423
2019	0.4370131592
2020	0.437011656
2021	0.4369803328
2022	0.4369779786
2023	0.436947064
2024	0.4369334881
2025	0.4369216606
2026	0.4369040272
2027	0.4368988022
2028	0.4368886409
2029	0.4368573996
2030	0.436849478
2031	0.4368432488
2032	0.4368355053
2033	0.4368326398
2034	0.4368294284
2035	0.4368284862
2036	0.4368101354
2037	0.4368042033
2038	0.4367993419
2039	0.436771254
2040	0.4367674528
2041	0.4367625659
2042	0.4367487496
2043	0.436747182
2044	0.436741743
2045	0.4367372915
2046	0.4367201342
2047	0.4367021531
2048	0.436652192
2049	0.4366443839
2050	0.4366393573
2051	0.4366289806
2052	0.436627827
2053	0.4366235973
2054	0.4366199093
2055	0.4366179562
2056	0.4366132914
2057	0.4366051149
2058	0.4365890058
2059	0.4365780519
2060	0.4365659088
2061	0.4365132088
2062	0.4364970573
2063	0.43649411
2064	0.4364935713
2065	0.4364809348
2066	0.4364768376
2067	0.4364711049
2068	0.4364264809
2069	0.436412996
2070	0.4364043064
2071	0.4364004925
2072	0.4363975389
2073	0.4363951627
2074	0.4363891137
2075	0.4363694994
2076	0.4363546294
2077	0.4363178563
2078	0.4363139936
2079	0.4363099808
2080	0.436290966
2081	0.4362804302
2082	0.4362765282
2083	0.4362588693
2084	0.4362564931
2085	0.4362552325
2086	0.4362348785
2087	0.4362074405
2088	0.4362037416
2089	0.4361930181
2090	0.4361894592
2091	0.4361734159
2092	0.4361643303
2093	0.4361634319
2094	0.4361481325
2095	0.4361256463
2096	0.4361224433
2097	0.4361059912
2098	0.4361018774
2099	0.436093803
2100	0.4360859541
2101	0.4360670601
2102	0.4360624737
2103	0.4360556213
2104	0.4360547898
2105	0.4360500475
2106	0.4360471275
2107	0.436042731
2108	0.4360371741
2109	0.436015339
2110	0.4360024188
2111	0.4359861377
2112	0.4359760058
2113	0.4359582003
2114	0.4359505875
2115	0.435947384
2116	0.4359418252
2117	0.4359368366
2118	0.4359274903
2119	0.4358955864
2120	0.4358923462
2121	0.4358865363
2122	0.435880315
2123	0.4358793225
2124	0.4358516797
2125	0.435847791
2126	0.4358042216
2127	0.4357980675
2128	0.4357864716
2129	0.4357696886
2130	0.4357509596
2131	0.4357477679
2132	0.435746258
2133	0.4357424318
2134	0.4357319706
2135	0.4357293879
2136	0.435720662
2137	0.4356941031
2138	0.4356799793
2139	0.4356784436
2140	0.4356667963
2141	0.4356584704
2142	0.4356492549
2143	0.4356478583
2144	0.435636185
2145	0.4356307433
2146	0.435624682
2147	0.4356171341
2148	0.4356164294
2149	0.4356156479
2150	0.4356022475
2151	0.4355889416
2152	0.4355774097
2153	0.4355399862
2154	0.4355117284
2155	0.435493792
2156	0.4354889646
2157	0.4354860101
2158	0.4354811528
2159	0.4354795803
2160	0.4354725261
2161	0.4354675065
2162	0.4354634596
2163	0.4354521499
2164	0.4354421285
2165	0.435430659
2166	0.4354083554
2167	0.4353880981
2168	0.4353621547
2169	0.4353540504
2170	0.4353471012
2171	0.4353427246
2172	0.4353404314
2173	0.4353366296
2174	0.4353300871
2175	0.4353178407
2176	0.435310225
2177	0.4353039848
2178	0.4353016487
2179	0.4352901048
2180	0.4352826866
2181	0.4352683839
2182	0.435235958
2183	0.4352211008
2184	0.4352134825
2185	0.435204719
2186	0.4352032851
2187	0.4351549592
2188	0.4351532262
2189	0.435149203
2190	0.4351390338
2191	0.4351266852
2192	0.4351179631
2193	0.4351150668
2194	0.4351033417
2195	0.4350863435
2196	0.435083992
2197	0.4350825072
2198	0.4350807961
2199	0.4350765287
2200	0.4350746859
2201	0.4350669743
2202	0.435061674
2203	0.4350424515
2204	0.4350332148
2205	0.4350156215
2206	0.4350112036
2207	0.4350099843
2208	0.4350097707
2209	0.43500097
2210	0.4349942605
2211	0.4349878955
2212	0.4349700834
2213	0.4349661815
2214	0.4349628635
2215	0.4349605342
2216	0.4349550553
2217	0.4349521923
2218	0.4349455185
2219	0.434939055
2220	0.4349181461
2221	0.4349093714
2222	0.4348986063
2223	0.4348970405
2224	0.434893607
2225	0.4348815323
2226	0.4348781113
2227	0.4348718833
2228	0.4348591591
2229	0.4348579934
2230	0.4348486238
2231	0.4348476006
2232	0.4348434839
2233	0.4348329541
2234	0.4348002752
2235	0.4347909667
2236	0.4347777525
2237	0.4347578487
2238	0.4347521211
2239	0.4347499171
2240	0.4347486686
2241	0.4347380675
2242	0.4347317062
2243	0.4347272232
2244	0.4347086819
2245	0.434691253
2246	0.4346865627
2247	0.4346732657
2248	0.4346632719
2249	0.4346349754
2250	0.4346308009
2251	0.4346091964
2252	0.4346049429
2253	0.4345926919
2254	0.4345859231
2255	0.4345607526
2256	0.4345594661
2257	0.4345552774
2258	0.4345506325
2259	0.4345400189
2260	0.4345388723
2261	0.4345356944
2262	0.4345314441
2263	0.4345268193
2264	0.434525098
2265	0.43451649
2266	0.4345105306
2267	0.4345076794
2268	0.4344924882
2269	0.4344849356
2270	0.434482138
2271	0.4344720454
2272	0.4344504064
2273	0.4344489549
2274	0.4344145736
2275	0.4344066021
2276	0.4343933225
2277	0.4343913973
2278	0.4343876636
2279	0.4343849956
2280	0.4343782466
2281	0.4343640281
2282	0.4343541217
2283	0.4343488218
2284	0.4343462086
2285	0.4343270486
2286	0.4343229991
2287	0.4343103232
2288	0.4343043535
2289	0.4342668555
2290	0.4342653668
2291	0.4342564529
2292	0.4342546617
2293	0.434246698
2294	0.4342364695
2295	0.4342338463
2296	0.4342214154
2297	0.4342054343
2298	0.4341986112
2299	0.4341959735
2300	0.4341770039
2301	0.4341697931
2302	0.4341674503
2303	0.4341556365
2304	0.4341317778
2305	0.4341285875
2306	0.434115789
2307	0.4341123915
2308	0.4341063522
2309	0.4340729649
2310	0.4340671366
2311	0.4340589603
2312	0.4340454881
2313	0.4340399811
2314	0.4340378058
2315	0.4340255084
2316	0.4340190861
2317	0.4340126813
2318	0.4339997736
2319	0.4339929152
2320	0.4339830255
2321	0.4339643595
2322	0.4339380422
2323	0.4339285751
2324	0.4339255041
2325	0.4339072166
2326	0.4339020454
2327	0.4339010248
2328	0.4338887921
2329	0.4338838412
2330	0.4338787978
2331	0.4338771696
2332	0.4338753007
2333	0.4338730611
2334	0.4338680265
2335	0.4338675197
2336	0.4338547779
2337	0.4338392635
2338	0.4338075335
2339	0.4338004998
2340	0.4337904315
2341	0.4337809784
2342	0.4337775391
2343	0.4337617313
2344	0.4337590206
2345	0.433757158
2346	0.433750824
2347	0.4337350278
2348	0.4337295949
2349	0.4337127103
2350	0.4337031162
2351	0.4336980565
2352	0.4336905117
2353	0.4336865892
2354	0.4336838723
2355	0.4336786398
2356	0.4336566851
2357	0.4336460573
2358	0.4336371555
2359	0.4336304683
2360	0.4336227258
2361	0.4336052487
2362	0.433600617
2363	0.4335983986
2364	0.4335929487
2365	0.4335912637
2366	0.4335815553
2367	0.4335685368
2368	0.4335569914
2369	0.4335480584
2370	0.4335396874
2371	0.4335305482
2372	0.4335294343
2373	0.4335155803
2374	0.4335119461
2375	0.4334875879
2376	0.4334581404
2377	0.4334553308
2378	0.4334426991
2379	0.4334409852
2380	0.4334399263
2381	0.4334377864
2382	0.4334314018
2383	0.4334227906
2384	0.4334163778
2385	0.4334101254
2386	0.4333875405
2387	0.4333485646
2388	0.4333409106
2389	0.4333235395
2390	0.4333219075
2391	0.4333160918
2392	0.4333057912
2393	0.4332975943
2394	0.4332793079
2395	0.4332789469
2396	0.4332741031
2397	0.4332675357
2398	0.4332628309
2399	0.4332519222
2400	0.4332292202
2401	0.4332116902
2402	0.4332044094
2403	0.4331929161
2404	0.4331899472
2405	0.4331886078
2406	0.4331848422
2407	0.433169955
2408	0.4331663791
2409	0.4331641239
2410	0.4331538732
2411	0.4331462735
2412	0.4331436892
2413	0.4331390582
2414	0.4331284934
2415	0.4331195595
2416	0.4331154601
2417	0.4331113185
2418	0.4330980034
2419	0.4330935822
2420	0.4330916004
2421	0.4330856482
2422	0.4330734542
2423	0.4330714685
2424	0.433062598
2425	0.4330588009
2426	0.4330498155
2427	0.4330377943
2428	0.4330351716
2429	0.4330341546
2430	0.4330300151
2431	0.4330077836
2432	0.433003738
2433	0.4329934771
2434	0.4329723352
2435	0.4329522222
2436	0.4329489997
2437	0.4329416307
2438	0.4329348798
2439	0.4329225686
2440	0.4329176028
2441	0.4329093819
2442	0.4329007648
2443	0.4328936125
2444	0.4328881043
2445	0.4328840062
2446	0.4328591038
2447	0.4328395583
2448	0.4328029689
2449	0.4327981681
2450	0.432786832
2451	0.4327828971
2452	0.432758551
2453	0.4327489536
2454	0.4327467492
2455	0.43272869
2456	0.4327186037
2457	0.432718199
2458	0.432710067
2459	0.4327059808
2460	0.4326847493
2461	0.4326772802
2462	0.4326721737
2463	0.4326560964
2464	0.4326477263
2465	0.4326068108
2466	0.432587572
2467	0.4325541186
2468	0.432552318
2469	0.432550619
2470	0.4325497949
2471	0.4325474341
2472	0.4325397733
2473	0.4325297373
2474	0.4325270389
2475	0.4325181886
2476	0.4325147426
2477	0.4325090019
2478	0.4324962914
2479	0.4324862978
2480	0.4324760518
2481	0.4324688067
2482	0.4324664201
2483	0.4324430709
2484	0.4324298745
2485	0.4324215027
2486	0.4324062109
2487	0.4323812386
2488	0.4323781684
2489	0.4323653806
2490	0.4323598807
2491	0.4323439695
2492	0.432340454
2493	0.4323298419
2494	0.4323290973
2495	0.4323272241
2496	0.4323254059
2497	0.4323214574
2498	0.4323127833
2499	0.4323026482
2500	0.4323006352
2501	0.4322954882
2502	0.4322887748
2503	0.4322837516
2504	0.4322747353
2505	0.4322713706
2506	0.432255772
2507	0.4322493229
2508	0.432244147
2509	0.4322425114
2510	0.4322384747
2511	0.4322330414
2512	0.4322315313
2513	0.4322232989
2514	0.432215896
2515	0.4322053488
2516	0.4321976615
2517	0.4321888462
2518	0.4321857838
2519	0.4321677707
2520	0.4321611733
2521	0.4321460815
2522	0.4321325733
2523	0.43212656
2524	0.4321183184
2525	0.4321119511
2526	0.4321071916
2527	0.4320839582
2528	0.4320817469
2529	0.4320729257
2530	0.4320681539
2531	0.4320462173
2532	0.4320387149
2533	0.4320316156
2534	0.4320229756
2535	0.4320194926
2536	0.4320136715
2537	0.4320053117
2538	0.4320033917
2539	0.4319718519
2540	0.4319619517
2541	0.4319528343
2542	0.4319197171
2543	0.4319153972
2544	0.4319026398
2545	0.4318923168
2546	0.4318785409
2547	0.4318650795
2548	0.4318489834
2549	0.4318325496
2550	0.4318249452
2551	0.4318069887
2552	0.43180373
2553	0.4318027196
2554	0.4318009333
2555	0.4317829131
2556	0.4317648245
2557	0.4317522618
2558	0.4317503433
2559	0.4317311369
2560	0.4317284656
2561	0.4317212825
2562	0.4317095814
2563	0.43170195
2564	0.4316968986
2565	0.4316921161
2566	0.4316710818
2567	0.4316624558
2568	0.431642892
2569	0.4316133135
2570	0.4316098405
2571	0.431605926
2572	0.4316031381
2573	0.4315995516
2574	0.4315554405
2575	0.4315527734
2576	0.4315497125
2577	0.4315396318
2578	0.4315375633
2579	0.4315312919
2580	0.4314885685
2581	0.4314828844
2582	0.4314777899
2583	0.4314534776
2584	0.4314461938
2585	0.4314434903
2586	0.4314375222
2587	0.4314336033
2588	0.4314302768
2589	0.431423949
2590	0.4314195127
2591	0.4314077713
2592	0.4313958549
2593	0.4313909969
2594	0.4313812303
2595	0.4313777623
2596	0.4313717074
2597	0.4313591646
2598	0.4313534133
2599	0.4313479562
2600	0.4313409017
2601	0.4313297534
2602	0.4313107685
2603	0.4313077523
2604	0.4312410439
2605	0.4312338007
2606	0.4312276413
2607	0.4312164286
2608	0.431214287
2609	0.4312110934
2610	0.4312010333
2611	0.431193993
2612	0.4311815947
2613	0.4311613471
2614	0.4311464403
2615	0.4311439727
2616	0.4311430725
2617	0.4311299526
2618	0.431109297
2619	0.4311088929
2620	0.4310973333
2621	0.4310770121
2622	0.4310706339
2623	0.4310263927
2624	0.4310181903
2625	0.4310070786
2626	0.4310027279
2627	0.4309948579
2628	0.43098828
2629	0.430980477
2630	0.4309759809
2631	0.4309648613
2632	0.430961185
2633	0.4309474025
2634	0.4309436373
2635	0.4309376733
2636	0.4309332373
2637	0.4309316409
2638	0.4309189978
2639	0.4308997578
2640	0.430893598
2641	0.4308883776
2642	0.4308734355
2643	0.4308639277
2644	0.4308605367
2645	0.4308239891
2646	0.4308150797
2647	0.4308105911
2648	0.4308055083
2649	0.4307999235
2650	0.4307975319
2651	0.4307799101
2652	0.4307395866
2653	0.4307318452
2654	0.4307241886
2655	0.4307179533
